date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,goals_scored,goals_conceded,opponent,home_advantage,avg_goals_scored_5,avg_goals_conceded_5,goal_difference_5,home_advantage_5,adjusted_goal_difference_5,fifa_rank_morocco,fifa_rank_opponent,ranking_difference,competition_type,opponent_strength_level,result,goal_difference,result_numeric,wins_last5,form_score,attack_index,defense_index
2018-10-16,Comoros,Morocco,2.0,2.0,African Cup of Nations qualification,Mitsamiouli,Comoros,False,2.0,2.0,Comoros,0,1.2,0.8,0.3999999999999999,0.6,0.4239999999999999,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,2.0,0.4,1.2,0.8
2018-11-16,Morocco,Cameroon,2.0,0.0,African Cup of Nations qualification,Casablanca,Morocco,False,2.0,0.0,Cameroon,1,1.6,1.0,0.6000000000000001,0.4,0.6240000000000001,1736.57,1482.39,254.17999999999984,Friendly,weak,Win,2.0,1,2.0,0.4,1.6,1.0
2018-11-20,Tunisia,Morocco,0.0,1.0,Friendly,Radès,Tunisia,False,1.0,0.0,Tunisia,0,2.0,0.8,1.2,0.6,1.272,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,1.0,1,3.0,0.6,2.0,0.8
2019-03-22,Malawi,Morocco,0.0,0.0,African Cup of Nations qualification,Blantyre,Malawi,False,0.0,0.0,Malawi,0,1.8,0.4,1.4,0.6,1.484,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,4.0,0.8,1.8,0.4
2019-03-26,Morocco,Argentina,0.0,1.0,Friendly,Tangier,Morocco,False,0.0,1.0,Argentina,1,1.2,0.4,0.7999999999999999,0.4,0.832,1736.57,1873.33,-136.76,Friendly,strong,Loss,-1.0,0,3.0,0.6,1.2,0.4
2019-06-12,Morocco,Gambia,0.0,1.0,Friendly,Marrakech,Morocco,False,0.0,1.0,Gambia,1,1.0,0.6,0.4,0.4,0.416,1736.57,1500.0,236.56999999999994,Friendly,weak,Loss,-1.0,0,2.0,0.4,1.0,0.6
2019-06-16,Morocco,Zambia,2.0,3.0,Friendly,Marrakech,Morocco,False,2.0,3.0,Zambia,1,0.6,0.4,0.1999999999999999,0.6,0.2119999999999999,1736.57,1500.0,236.56999999999994,Friendly,weak,Loss,-1.0,0,2.0,0.4,0.6,0.4
2019-06-23,Morocco,Namibia,1.0,0.0,African Cup of Nations,Cairo,Egypt,True,1.0,0.0,Namibia,1,0.6,1.0,-0.4,0.6,-0.424,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,1.0,1,1.0,0.2,0.6,1.0
2019-06-28,Morocco,Ivory Coast,1.0,0.0,African Cup of Nations,Cairo,Egypt,True,1.0,0.0,Ivory Coast,1,0.6,1.0,-0.4,0.8,-0.432,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,1.0,1,1.0,0.2,0.6,1.0
2019-07-01,South Africa,Morocco,0.0,1.0,African Cup of Nations,Cairo,Egypt,True,1.0,0.0,South Africa,0,0.8,1.0,-0.1999999999999999,1.0,-0.2199999999999999,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,1.0,1,2.0,0.4,0.8,1.0
2019-07-05,Morocco,Benin,1.0,1.0,African Cup of Nations,Cairo,Egypt,True,1.0,1.0,Benin,1,1.0,0.8,0.1999999999999999,0.8,0.2159999999999999,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,3.0,0.6,1.0,0.8
2019-09-06,Morocco,Burkina Faso,1.0,1.0,Friendly,Marrakech,Morocco,False,1.0,1.0,Burkina Faso,1,1.2,0.8,0.3999999999999999,0.8,0.4319999999999999,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,3.0,0.6,1.2,0.8
2019-09-10,Morocco,Niger,1.0,0.0,Friendly,Marrakech,Morocco,False,1.0,0.0,Niger,1,1.0,0.4,0.6,0.8,0.648,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,1.0,1,3.0,0.6,1.0,0.4
2019-10-11,Morocco,Libya,1.0,1.0,Friendly,Morocco,Morocco,False,1.0,1.0,Libya,1,1.0,0.4,0.6,0.8,0.648,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,3.0,0.6,1.0,0.4
2019-10-15,Morocco,Gabon,2.0,3.0,Friendly,Morocco,Morocco,False,2.0,3.0,Gabon,1,1.0,0.6,0.4,0.8,0.432,1736.57,1500.0,236.56999999999994,Friendly,weak,Loss,-1.0,0,2.0,0.4,1.0,0.6
2019-11-15,Morocco,Mauritania,0.0,0.0,African Cup of Nations qualification,Rabat,Morocco,False,0.0,0.0,Mauritania,1,1.2,1.2,0.0,1.0,0.0,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,1.0,0.2,1.2,1.2
2019-11-19,Burundi,Morocco,0.0,3.0,African Cup of Nations qualification,Bujumbura,Burundi,False,3.0,0.0,Burundi,0,1.0,1.0,0.0,1.0,0.0,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,3.0,1,1.0,0.2,1.0,1.0
2020-10-09,Morocco,Senegal,3.0,1.0,Friendly,Rabat,Morocco,False,3.0,1.0,Senegal,1,1.4,0.8,0.5999999999999999,0.8,0.6479999999999999,1736.57,1706.83,29.74000000000001,Friendly,medium,Win,2.0,1,2.0,0.4,1.4,0.8
2020-10-13,Morocco,DR Congo,1.0,1.0,Friendly,Rabat,Morocco,False,1.0,1.0,DR Congo,1,1.8,1.0,0.8,0.8,0.8640000000000001,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,2.0,0.4,1.8,1.0
2020-11-13,Morocco,Central African Republic,4.0,1.0,African Cup of Nations qualification,Casablanca,Morocco,False,4.0,1.0,Central African Republic,1,1.8,1.0,0.8,0.8,0.8640000000000001,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,3.0,1,2.0,0.4,1.8,1.0
2020-11-17,Central African Republic,Morocco,0.0,2.0,African Cup of Nations qualification,Douala,Cameroon,True,2.0,0.0,Central African Republic,0,2.2,0.6,1.6,0.8,1.7280000000000002,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,2.0,1,3.0,0.6,2.2,0.6
2021-03-26,Mauritania,Morocco,0.0,0.0,African Cup of Nations qualification,Nouakchott,Mauritania,False,0.0,0.0,Mauritania,0,2.6,0.6,2.0,0.6,2.12,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,4.0,0.8,2.6,0.6
2021-03-30,Morocco,Burundi,1.0,0.0,African Cup of Nations qualification,Rabat,Morocco,False,1.0,0.0,Burundi,1,2.0,0.6,1.4,0.6,1.484,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,1.0,1,3.0,0.6,2.0,0.6
2021-06-08,Morocco,Ghana,1.0,0.0,Friendly,Rabat,Morocco,False,1.0,0.0,Ghana,1,1.6,0.4,1.2000000000000002,0.6,1.2720000000000002,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,1.0,1,3.0,0.6,1.6,0.4
2021-06-12,Morocco,Burkina Faso,1.0,0.0,Friendly,Rabat,Morocco,False,1.0,0.0,Burkina Faso,1,1.6,0.2,1.4,0.6,1.4840000000000002,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,1.0,1,4.0,0.8,1.6,0.2
2021-09-02,Morocco,Sudan,2.0,0.0,FIFA World Cup qualification,Rabat,Morocco,False,2.0,0.0,Sudan,1,1.0,0.0,1.0,0.6,1.06,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,2.0,1,4.0,0.8,1.0,0.0
2021-10-06,Morocco,Guinea-Bissau,5.0,0.0,FIFA World Cup qualification,Rabat,Morocco,False,5.0,0.0,Guinea-Bissau,1,1.0,0.0,1.0,0.8,1.08,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,5.0,1,4.0,0.8,1.0,0.0
2021-10-09,Morocco,Guinea-Bissau,3.0,0.0,FIFA World Cup qualification,Casablanca,Morocco,False,3.0,0.0,Guinea-Bissau,1,2.0,0.0,2.0,1.0,2.2,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,3.0,1,5.0,1.0,2.0,0.0
2021-10-12,Morocco,Guinea,4.0,1.0,FIFA World Cup qualification,Agadir,Morocco,False,4.0,1.0,Guinea,1,2.4,0.0,2.4,1.0,2.64,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,3.0,1,5.0,1.0,2.4,0.0
2021-11-12,Morocco,Sudan,3.0,0.0,FIFA World Cup qualification,Rabat,Morocco,False,3.0,0.0,Sudan,1,3.0,0.2,2.8,1.0,3.08,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,3.0,1,5.0,1.0,3.0,0.2
2021-11-16,Morocco,Guinea,3.0,0.0,FIFA World Cup qualification,Casablanca,Morocco,False,3.0,0.0,Guinea,1,3.4,0.2,3.2,1.0,3.52,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,3.0,1,5.0,1.0,3.4,0.2
2021-12-01,Morocco,Palestine,4.0,0.0,Arab Cup,Al Wakrah,Qatar,True,4.0,0.0,Palestine,1,3.6,0.2,3.4,1.0,3.74,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,4.0,1,5.0,1.0,3.6,0.2
2021-12-04,Jordan,Morocco,0.0,4.0,Arab Cup,Al Rayyan,Qatar,True,4.0,0.0,Jordan,0,3.4,0.2,3.2,1.0,3.52,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,4.0,1,5.0,1.0,3.4,0.2
2021-12-07,Morocco,Saudi Arabia,1.0,0.0,Arab Cup,Doha,Qatar,True,1.0,0.0,Saudi Arabia,1,3.6,0.2,3.4,0.8,3.672,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,1.0,1,5.0,1.0,3.6,0.2
2021-12-11,Morocco,Algeria,2.0,2.0,Arab Cup,Doha,Qatar,True,2.0,2.0,Algeria,1,3.0,0.0,3.0,0.8,3.24,1736.57,1560.91,175.65999999999985,Friendly,weak,Draw,0.0,0,5.0,1.0,3.0,0.0
2022-01-10,Morocco,Ghana,1.0,0.0,African Cup of Nations,Yaoundé,Cameroon,True,1.0,0.0,Ghana,1,2.8,0.4,2.4,0.8,2.592,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,1.0,1,4.0,0.8,2.8,0.4
2022-01-14,Morocco,Comoros,2.0,0.0,African Cup of Nations,Yaoundé,Cameroon,True,2.0,0.0,Comoros,1,2.4,0.4,2.0,0.8,2.16,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,2.0,1,4.0,0.8,2.4,0.4
2022-01-18,Gabon,Morocco,2.0,2.0,African Cup of Nations,Yaoundé,Cameroon,True,2.0,2.0,Gabon,0,2.0,0.4,1.6,0.8,1.7280000000000002,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,4.0,0.8,2.0,0.4
2022-01-25,Morocco,Malawi,2.0,1.0,African Cup of Nations,Yaoundé,Cameroon,True,2.0,1.0,Malawi,1,1.6,0.8,0.8,0.8,0.8640000000000001,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,1.0,1,3.0,0.6,1.6,0.8
2022-01-30,Egypt,Morocco,2.0,1.0,African Cup of Nations,Yaoundé,Cameroon,True,1.0,2.0,Egypt,0,1.8,1.0,0.8,0.8,0.8640000000000001,1736.57,1500.0,236.56999999999994,Friendly,weak,Loss,-1.0,0,3.0,0.6,1.8,1.0
2022-03-25,DR Congo,Morocco,1.0,1.0,FIFA World Cup qualification,Kinshasa,DR Congo,False,1.0,1.0,DR Congo,0,1.6,1.0,0.6000000000000001,0.6,0.6360000000000001,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,3.0,0.6,1.6,1.0
2022-03-29,Morocco,DR Congo,4.0,1.0,FIFA World Cup qualification,Casablanca,Morocco,False,4.0,1.0,DR Congo,1,1.6,1.2,0.4000000000000001,0.4,0.4160000000000001,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,3.0,1,2.0,0.4,1.6,1.2
2022-06-01,United States,Morocco,3.0,0.0,Friendly,Cincinnati,United States,False,0.0,3.0,United States,0,2.0,1.4,0.6000000000000001,0.4,0.6240000000000001,1736.57,1500.0,236.56999999999994,Friendly,weak,Loss,-3.0,0,2.0,0.4,2.0,1.4
2022-06-09,Morocco,South Africa,2.0,1.0,African Cup of Nations qualification,Rabat,Morocco,False,2.0,1.0,South Africa,1,1.6,1.6,0.0,0.4,0.0,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,1.0,1,2.0,0.4,1.6,1.6
2022-06-13,Morocco,Liberia,2.0,0.0,African Cup of Nations qualification,Casablanca,Morocco,False,2.0,0.0,Liberia,1,1.6,1.6,0.0,0.4,0.0,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,2.0,1,2.0,0.4,1.6,1.6
2022-09-23,Morocco,Chile,2.0,0.0,Friendly,Barcelona,Spain,True,2.0,0.0,Chile,1,1.8,1.2,0.6000000000000001,0.6,0.6360000000000001,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,2.0,1,3.0,0.6,1.8,1.2
2022-09-27,Paraguay,Morocco,0.0,0.0,Friendly,Seville,Spain,True,0.0,0.0,Paraguay,0,2.0,1.0,1.0,0.8,1.08,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,4.0,0.8,2.0,1.0
2022-11-17,Morocco,Georgia,3.0,0.0,Friendly,Sharjah,United Arab Emirates,True,3.0,0.0,Georgia,1,1.2,0.8,0.3999999999999999,0.6,0.4239999999999999,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,3.0,1,3.0,0.6,1.2,0.8
2022-11-23,Morocco,Croatia,0.0,0.0,FIFA World Cup,Al Khor,Qatar,True,0.0,0.0,Croatia,1,1.8,0.2,1.6,0.8,1.7280000000000002,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,4.0,0.8,1.8,0.2
2022-11-27,Belgium,Morocco,0.0,2.0,FIFA World Cup,Doha,Qatar,True,2.0,0.0,Belgium,0,1.4,0.0,1.4,0.8,1.512,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,2.0,1,3.0,0.6,1.4,0.0
2022-12-01,Canada,Morocco,1.0,2.0,FIFA World Cup,Doha,Qatar,True,2.0,1.0,Canada,0,1.4,0.0,1.4,0.6,1.484,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,1.0,1,3.0,0.6,1.4,0.0
2022-12-06,Morocco,Spain,0.0,0.0,FIFA World Cup,Al Rayyan,Qatar,True,0.0,0.0,Spain,1,1.4,0.2,1.2,0.4,1.248,1736.57,1877.18,-140.61000000000013,Friendly,strong,Draw,0.0,0,3.0,0.6,1.4,0.2
2022-12-10,Morocco,Portugal,1.0,0.0,FIFA World Cup,Doha,Qatar,True,1.0,0.0,Portugal,1,1.4,0.2,1.2,0.6,1.272,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,1.0,1,3.0,0.6,1.4,0.2
2022-12-14,France,Morocco,2.0,0.0,FIFA World Cup,Al Khor,Qatar,True,0.0,2.0,France,0,1.0,0.2,0.8,0.6,0.8480000000000001,1736.57,1870.0,-133.43000000000006,Friendly,strong,Loss,-2.0,0,3.0,0.6,1.0,0.2
2022-12-17,Croatia,Morocco,2.0,1.0,FIFA World Cup,Al Rayyan,Qatar,True,1.0,2.0,Croatia,0,1.0,0.6,0.4,0.4,0.416,1736.57,1500.0,236.56999999999994,Friendly,weak,Loss,-1.0,0,3.0,0.6,1.0,0.6
2023-03-25,Morocco,Brazil,2.0,1.0,Friendly,Tangier,Morocco,False,2.0,1.0,Brazil,1,0.8,1.0,-0.1999999999999999,0.4,-0.2079999999999999,1736.57,1760.46,-23.8900000000001,Friendly,strong,Win,1.0,1,2.0,0.4,0.8,1.0
2023-03-28,Morocco,Peru,0.0,0.0,Friendly,Madrid,Spain,True,0.0,0.0,Peru,1,0.8,1.0,-0.1999999999999999,0.6,-0.2119999999999999,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,2.0,0.4,0.8,1.0
2023-06-12,Morocco,Cape Verde,0.0,0.0,Friendly,Rabat,Morocco,False,0.0,0.0,Cape Verde,1,0.8,1.0,-0.1999999999999999,0.6,-0.2119999999999999,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,2.0,0.4,0.8,1.0
2023-06-17,South Africa,Morocco,2.0,1.0,African Cup of Nations qualification,Johannesburg,South Africa,False,1.0,2.0,South Africa,0,0.6,1.0,-0.4,0.6,-0.424,1736.57,1500.0,236.56999999999994,Friendly,weak,Loss,-1.0,0,1.0,0.2,0.6,1.0
2023-09-12,Morocco,Burkina Faso,1.0,0.0,Friendly,Lens,France,True,1.0,0.0,Burkina Faso,1,0.8,1.0,-0.1999999999999999,0.6,-0.2119999999999999,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,1.0,1,1.0,0.2,0.8,1.0
2023-10-14,Ivory Coast,Morocco,1.0,1.0,Friendly,Abidjan,Ivory Coast,False,1.0,1.0,Ivory Coast,0,0.8,0.6,0.2,0.8,0.216,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,2.0,0.4,0.8,0.6
2023-10-17,Morocco,Liberia,3.0,0.0,African Cup of Nations qualification,Agadir,Morocco,False,3.0,0.0,Liberia,1,0.6,0.6,0.0,0.6,0.0,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,3.0,1,1.0,0.2,0.6,0.6
2023-11-21,Tanzania,Morocco,0.0,2.0,FIFA World Cup qualification,Dar es Salaam,Tanzania,False,2.0,0.0,Tanzania,0,1.2,0.6,0.6,0.6,0.636,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,2.0,1,2.0,0.4,1.2,0.6
2024-01-11,Morocco,Sierra Leone,3.0,1.0,Friendly,San-Pédro,Ivory Coast,True,3.0,1.0,Sierra Leone,1,1.6,0.6,1.0,0.4,1.04,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,2.0,1,3.0,0.6,1.6,0.6
2024-01-17,Morocco,Tanzania,3.0,0.0,African Cup of Nations,San-Pédro,Ivory Coast,True,3.0,0.0,Tanzania,1,2.0,0.4,1.6,0.6,1.6960000000000002,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,3.0,1,4.0,0.8,2.0,0.4
2024-01-21,Morocco,DR Congo,1.0,1.0,African Cup of Nations,San-Pédro,Ivory Coast,True,1.0,1.0,DR Congo,1,2.4,0.4,2.0,0.6,2.12,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,4.0,0.8,2.4,0.4
2024-01-24,Zambia,Morocco,0.0,1.0,African Cup of Nations,San-Pédro,Ivory Coast,True,1.0,0.0,Zambia,0,2.4,0.4,2.0,0.8,2.16,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,1.0,1,4.0,0.8,2.4,0.4
2024-01-30,Morocco,South Africa,0.0,2.0,African Cup of Nations,San-Pédro,Ivory Coast,True,0.0,2.0,South Africa,1,2.0,0.4,1.6,0.6,1.6960000000000002,1736.57,1500.0,236.56999999999994,Friendly,weak,Loss,-2.0,0,4.0,0.8,2.0,0.4
2024-03-22,Morocco,Angola,1.0,0.0,Friendly,Agadir,Morocco,False,1.0,0.0,Angola,1,1.6,0.8,0.8,0.8,0.8640000000000001,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,1.0,1,3.0,0.6,1.6,0.8
2024-03-26,Morocco,Mauritania,0.0,0.0,Friendly,Agadir,Morocco,False,0.0,0.0,Mauritania,1,1.2,0.6,0.6,0.8,0.648,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,3.0,0.6,1.2,0.6
2024-06-07,Morocco,Zambia,2.0,1.0,FIFA World Cup qualification,Agadir,Morocco,False,2.0,1.0,Zambia,1,0.6,0.6,0.0,0.8,0.0,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,1.0,1,2.0,0.4,0.6,0.6
2024-06-11,Morocco,Congo,6.0,0.0,FIFA World Cup qualification,Agadir,Morocco,False,6.0,0.0,Congo,1,0.8,0.6,0.2,0.8,0.216,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,6.0,1,3.0,0.6,0.8,0.6
2024-09-06,Morocco,Gabon,4.0,1.0,African Cup of Nations qualification,Agadir,Morocco,False,4.0,1.0,Gabon,1,1.8,0.6,1.2000000000000002,1.0,1.3200000000000005,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,3.0,1,3.0,0.6,1.8,0.6
2024-09-09,Morocco,Lesotho,1.0,0.0,African Cup of Nations qualification,Agadir,Morocco,False,1.0,0.0,Lesotho,1,2.6,0.4,2.2,1.0,2.4200000000000004,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,1.0,1,4.0,0.8,2.6,0.4
2024-10-12,Morocco,Central African Republic,5.0,0.0,African Cup of Nations qualification,Oujda,Morocco,False,5.0,0.0,Central African Republic,1,2.6,0.4,2.2,1.0,2.4200000000000004,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,5.0,1,4.0,0.8,2.6,0.4
2024-10-15,Morocco,Central African Republic,4.0,0.0,African Cup of Nations qualification,Oujda,Morocco,False,4.0,0.0,Central African Republic,1,3.6,0.4,3.2,1.0,3.5200000000000005,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,4.0,1,5.0,1.0,3.6,0.4
2024-11-15,Gabon,Morocco,1.0,5.0,African Cup of Nations qualification,Franceville,Gabon,False,5.0,1.0,Gabon,0,4.0,0.2,3.8,1.0,4.18,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,4.0,1,5.0,1.0,4.0,0.2
2024-11-18,Morocco,Lesotho,7.0,0.0,African Cup of Nations qualification,Oujda,Morocco,False,7.0,0.0,Lesotho,1,3.8,0.4,3.4,0.8,3.672,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,7.0,1,5.0,1.0,3.8,0.4
2025-03-21,Morocco,Niger,2.0,1.0,FIFA World Cup qualification,Oujda,Morocco,False,2.0,1.0,Niger,1,4.4,0.2,4.2,0.8,4.5360000000000005,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,1.0,1,5.0,1.0,4.4,0.2
2025-03-25,Morocco,Tanzania,2.0,0.0,FIFA World Cup qualification,Oujda,Morocco,False,2.0,0.0,Tanzania,1,4.6,0.4,4.199999999999999,0.8,4.536,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,2.0,1,5.0,1.0,4.6,0.4
2025-06-06,Morocco,Tunisia,2.0,0.0,Friendly,Fès,Morocco,False,2.0,0.0,Tunisia,1,4.0,0.4,3.6,0.8,3.888,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,2.0,1,5.0,1.0,4.0,0.4
2025-06-09,Morocco,Benin,1.0,0.0,Friendly,Fès,Morocco,False,1.0,0.0,Benin,1,3.6,0.4,3.2,0.8,3.4560000000000004,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,1.0,1,5.0,1.0,3.6,0.4
2025-09-05,Morocco,Niger,5.0,0.0,FIFA World Cup qualification,Rabat,Morocco,False,5.0,0.0,Niger,1,2.8,0.2,2.6,1.0,2.86,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,5.0,1,5.0,1.0,2.8,0.2
2025-09-08,Zambia,Morocco,0.0,2.0,FIFA World Cup qualification,Ndola,Zambia,False,2.0,0.0,Zambia,0,2.4,0.2,2.2,1.0,2.42,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,2.0,1,5.0,1.0,2.4,0.2
2025-10-09,Morocco,Bahrain,1.0,0.0,Friendly,Rabat,Morocco,False,1.0,0.0,Bahrain,1,2.4,0.0,2.4,0.8,2.592,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,1.0,1,5.0,1.0,2.4,0.0
2025-10-14,Morocco,Congo,1.0,0.0,FIFA World Cup qualification,Rabat,Morocco,False,1.0,0.0,Congo,1,2.2,0.0,2.2,0.8,2.3760000000000003,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,1.0,1,5.0,1.0,2.2,0.0
2025-11-14,Morocco,Mozambique,1.0,0.0,Friendly,Tangier,Morocco,False,1.0,0.0,Mozambique,1,2.0,0.0,2.0,0.8,2.16,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,1.0,1,5.0,1.0,2.0,0.0
2025-11-18,Morocco,Uganda,4.0,0.0,Friendly,Tangier,Morocco,False,4.0,0.0,Uganda,1,2.0,0.0,2.0,0.8,2.16,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,4.0,1,5.0,1.0,2.0,0.0
2025-12-02,Morocco,Comoros,3.0,1.0,Arab Cup,Al Rayyan,Qatar,True,3.0,1.0,Comoros,1,1.8,0.0,1.8,0.8,1.944,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,2.0,1,5.0,1.0,1.8,0.0
2025-12-05,Oman,Morocco,0.0,0.0,Arab Cup,Al Rayyan,Qatar,True,0.0,0.0,Oman,0,2.0,0.2,1.8,1.0,1.98,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,5.0,1.0,2.0,0.2
2025-12-08,Morocco,Saudi Arabia,1.0,0.0,Arab Cup,Lusail,Qatar,True,1.0,0.0,Saudi Arabia,1,1.8,0.2,1.6,0.8,1.7280000000000002,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,1.0,1,4.0,0.8,1.8,0.2
2025-12-11,Morocco,Syria,1.0,0.0,Arab Cup,Al Rayyan,Qatar,True,1.0,0.0,Syria,1,1.8,0.2,1.6,0.8,1.7280000000000002,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,1.0,1,4.0,0.8,1.8,0.2
2025-12-15,Morocco,United Arab Emirates,3.0,0.0,Arab Cup,Al Rayyan,Qatar,True,3.0,0.0,United Arab Emirates,1,1.8,0.2,1.6,0.8,1.7280000000000002,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,3.0,1,4.0,0.8,1.8,0.2
2025-12-18,Jordan,Morocco,2.0,3.0,Arab Cup,Lusail,Qatar,True,3.0,2.0,Jordan,0,1.6,0.2,1.4,0.8,1.5120000000000002,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,1.0,1,4.0,0.8,1.6,0.2
2025-12-21,Morocco,Comoros,2.0,0.0,African Cup of Nations,Rabat,Morocco,False,2.0,0.0,Comoros,1,1.6,0.4,1.2000000000000002,0.6,1.2720000000000002,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,2.0,1,4.0,0.8,1.6,0.4
2025-12-26,Morocco,Mali,1.0,1.0,African Cup of Nations,Rabat,Morocco,False,1.0,1.0,Mali,1,2.0,0.4,1.6,0.8,1.7280000000000002,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,5.0,1.0,2.0,0.4
2025-12-29,Morocco,Zambia,3.0,0.0,African Cup of Nations,Rabat,Morocco,False,3.0,0.0,Zambia,1,2.0,0.6,1.4,0.8,1.512,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,3.0,1,4.0,0.8,2.0,0.6
2026-01-04,Morocco,Tanzania,1.0,0.0,African Cup of Nations,Rabat,Morocco,False,1.0,0.0,Tanzania,1,2.4,0.6,1.7999999999999998,0.8,1.944,1736.57,1500.0,236.56999999999994,Friendly,weak,Win,1.0,1,4.0,0.8,2.4,0.6
2026-01-09,Morocco,Cameroon,2.0,0.0,African Cup of Nations,Rabat,Morocco,False,2.0,0.0,Cameroon,1,2.0,0.6,1.4,0.8,1.512,1736.57,1482.39,254.17999999999984,Friendly,weak,Win,2.0,1,4.0,0.8,2.0,0.6
2026-01-14,Morocco,Nigeria,0.0,0.0,African Cup of Nations,Rabat,Morocco,False,0.0,0.0,Nigeria,1,1.8,0.2,1.6,1.0,1.7600000000000002,1736.57,1500.0,236.56999999999994,Friendly,weak,Draw,0.0,0,4.0,0.8,1.8,0.2
